Stationen vom: 10.08.2015
"Stationscode";"Stationsname";"Kategorie";"Synonym";"Aktiv seit ";"Aktivitätsperiode: von ";"Aktivitätsperiode: bis";"Verlegt";"Straße";"Nr";"PLZ";"Ort";"Länge dezimal";"Breite dezimal";"Höhe";"Stationsumgebung (EoI)";"Art der Station (EoI)";"Einwohnerzahl (EoI)";"Abstand zur Straße (EoI)";"Bemerkung (EoI)";"Lokaler Code";"EMEP-Code";"O3-Klasse aus UBA FE";"NO/NO2-Klasse aus UBA FE";"Bemerkung des UBA(1)";"Bemerkung des UBA(2)";"Bemerkung des Netzbetreibers";"AEI-Station";"AEI-von";"AEI-bis";"ersetzt AEI-Station";"Amtlicher Gemeindeschlüssel (AGS)";"Gemeindenamen";"Entfernung von einer verkehrsreichen Kreuzung in Metern";"Geschätztes Verkehrsaufkommen (Anzahl der Fahrzeuge pro Tag)";"Waagrechte Entfernung vom nächsten Gebäude in Metern";"Entfernung von der nächsten Straße in Metern";"Entfernung von der wichtigsten Industriequelle in Metern";"Quelle 1 (Hauptquelle)";"Quelle 1 (Hauptquelle) - ID";"Gasförmige Schadstoffe";"Partikelförmige Schadstoffe";"Deposition";"Umweltmonitoring-Typ";
"DERP009";"Mainz-Zitadelle";"Luftmessstation";"";"01.01.1978";"01.01.1978";"";"nein";"Eisgrubweg/Windmühlenstraße";"";"55116";"Mainz";"8,273965";"49,994975";"110";"städtisches Gebiet";"Hintergrund";"";">1-10 m";"Fluss:Rhein";"2/3";"No";"";"VK";"";"";"";"ja";"01.01.2008";"";"";"7315000";"Mainz";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP010";"Mainz-Parcusstraße";"Luftmessstation";"";"01.01.1979";"01.01.1979";"";"nein";"Parcusstraße/Bahnhofstraße";"";"55116";"Mainz";"8,261277";"50,000973";"85";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"Fluss:Rhein";"2/4";"No";"";"VK";"";"";"";"nein";"";"";"";"7315000";"Mainz";"27";"24000";"12";"1";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP011";"Mainz-Rheinallee";"Luftmessstation";"";"19.02.1987";"19.02.1987";"";"nein";"Rheinallee/Frauenlobstraße";"";"55118";"Mainz";"8,265563";"50,009954";"85";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"Fluss:Rhein";"2/5";"No";"";"VK";"Inbetriebnahme aus 10-96";"";"";"nein";"";"";"";"7315000";"Mainz";"180";"15000";"12";"2";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP012";"Mainz-Große Langgasse";"Luftmessstation";"";"01.01.1992";"01.01.1992";"";"nein";"Große Langgasse";"";"55116";"Mainz";"8,268996";"49,998837";"85";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"Fluss:Rhein";"2/6";"No";"";"VK";"Inbetriebnahme aus 10-96 Kreuzung Schusterstr./Betzelstr. (1/81), in 10/96 als Große Langgasse/Dominikanerstr. mit gleichen Koordinaten";"Daten vor Inbetriebnahme vorhanden, bis 3/96 Stadthausstr. Dann verlegt nach Große Langgasse, gleiche I-Verh.";"";"nein";"";"";"";"7315000";"Mainz";"390";"15000";"20";"2";"";"Verkehr (1A3)";"1A3";"3,5";"";"";"k.A.";
"DERP013";"Westpfalz-Waldmohr";"Luftmessstation";"";"01.01.1984";"01.01.1984";"";"nein";"Forstrevier";"";"66916";"Dunzweiler";"7,293522";"49,423137";"455";"ländliches Gebiet";"Hintergrund";"";"direkt (0-1 m)";"";"4/1";"No";"LA";"LA";"";"";"";"nein";"";"";"";"7336017";"Dunzweiler";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP014";"Hunsrück-Leisel";"Luftmessstation";"Idar-Oberstein";"01.01.1984";"01.01.1984";"";"nein";"Forstrevier";"";"55767";"Leisel";"7,193486";"49,741035";"650";"ländliches Gebiet";"Hintergrund";"";">3000-5000 m";"";"5/1";"No";"LA";"LA";"";"";"";"nein";"";"";"";"7134084";"Siesbach";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP015";"Westeifel Wascheid";"Luftmessstation";"Prüm";"01.01.1984";"01.01.1984";"";"nein";"Forstrevier";"";"54597";"Wascheid";"6,378100";"50,266500";"680";"ländliches Gebiet";"Hintergrund";"";">100-200 m";"Naturpark Nordeifel";"6/1";"No";"LA";"LA";"";"";"";"nein";"";"";"";"7232227";"Gondenbrett";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP016";"Westerwald-Herdorf";"Luftmessstation";"";"01.01.1984";"01.01.1984";"";"nein";"Forstrevier";"";"57562";"Herdorf";"7,973500";"50,766751";"480";"ländliches Gebiet";"Hintergrund";"";">2000-3000 m";"";"7/1";"No";"LA";"LA";"";"";"";"nein";"";"";"";"7132050";"Herdorf";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP017";"Pfälzerwald-Hortenkopf";"Luftmessstation";"Merzalben";"01.01.1986";"01.01.1986";"";"nein";"Forstrevier";"";"66978";"Hortenkopf/Weissenberg";"7,826521";"49,270263";"606";"ländliches Gebiet";"Hintergrund";"";">1000-2000 m";"";"10/1";"No";"LA";"LA";"";"";"";"nein";"";"";"";"7340031";"Merzalben";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP018";"Speyer-St.-Guido-Stifts-Platz";"Luftmessstation";"";"01.01.1985";"01.01.1985";"23.10.2012";"nein";"St.-Guido-Stifts-Platz";"";"67346";"Speyer";"8,435041";"49,318843";"110";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"3/1";"No";"ST";"ST";"";"";"";"nein";"";"";"";"7318000";"Speyer";"20";"9000";"18";"2";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP019";"Kaiserslautern-Rathausplatz";"Luftmessstation";"";"01.01.1986";"01.01.1986";"";"nein";"Rathausplatz";"";"67659";"Kaiserslautern";"7,767300";"49,446000";"232";"städtisches Gebiet";"Hintergrund";"";">10-50 m";"";"8/1";"No";"ST";"ST";"";"";"";"nein";"";"";"";"7312000";"Kaiserslautern";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP020";"Trier-Ostallee";"Luftmessstation";"";"01.01.1986";"01.01.1986";"";"nein";"Ostallee";"";"54290";"Trier";"6,646762";"49,754192";"140";"städtisches Gebiet";"Verkehr";"";">1-10 m";"Fluss:Mosel";"9/1";"No";"VK";"VK";"";"";"";"nein";"";"";"";"7211000";"Trier";"55";"15000";"25";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP021";"Neuwied-Hafenstraße";"Luftmessstation";"";"01.01.1988";"01.01.1988";"";"nein";"Hafenstraße";"";"56564";"Neuwied";"7,481394";"50,424674";"65";"städtisches Gebiet";"Hintergrund";"";">1-10 m";"See:Steinsee,Fluss:Rhein";"12/1";"No";"VK";"ST";"";"";"";"nein";"";"";"";"7138045";"Neuwied";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP022";"Bad Kreuznach-Bosenheimer Straße";"Luftmessstation";"";"01.01.1989";"01.01.1989";"";"nein";"Bosenheimer Straße";"";"55543";"Bad Kreuznach";"7,866208";"49,842136";"108";"städtisches Gebiet";"Hintergrund";"";">1-10 m";"Fluss: Nahe";"14/1";"No";"ST";"VK";"";"";"";"nein";"";"";"";"7133006";"Bad Kreuznach";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP023";"Worms-Hagenstraße";"Luftmessstation";"";"01.01.1990";"01.01.1990";"";"nein";"Hagenstraße";"";"67547";"Worms";"8,364900";"49,628700";"97";"städtisches Gebiet";"Verkehr";"";">1-10 m";"Fluss:Rhein";"11/1";"No";"ST";"ST";"";"";"";"nein";"";"";"";"7319000";"Worms";"190";"7000";"15";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP024";"Koblenz-Friedrich-Ebert-Ring";"Luftmessstation";"";"01.01.1992";"01.01.1992";"";"nein";"Friedrich-Ebert-Ring";"";"56068";"Koblenz";"7,596583";"50,354400";"68";"städtisches Gebiet";"Verkehr";"";">1-10 m";"Fluss:Mosel/Rhein";"13/1";"No";"VK";"ST";"";"";"";"nein";"";"";"";"7111000";"Koblenz";"200";"31000";"22";"6";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP025";"Wörth-Marktplatz";"Luftmessstation";"";"31.05.1990";"31.05.1990";"";"nein";"Marktplatz";"";"76744";"Wörth";"8,253547";"49,052321";"104";"städtisches Gebiet";"Hintergrund";"";">1-10 m";"Fluss:Rhein";"15/1";"No";"ST";"ST";"";"";"";"nein";"";"";"";"7334501";"Wörth am Rhein";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP026";"Frankenthal-Europaring";"Luftmessstation";"";"01.01.1991";"01.01.1991";"";"nein";"Europaring";"";"67227";"Frankenthal";"8,355300";"49,533300";"99";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"Fluss:Isenach";"1/5";"No";"VK";"VK";"Inbetriebnahme aus 10-96";"";"";"nein";"";"";"";"7311000";"Frankenthal (Pfalz)";"350";"15000";"5";"1";"";"Verkehr (1A3)";"1A3";"3,5";"";"";"k.A.";
"DERP027";"Neustadt-Strohmarkt";"Luftmessstation";"";"01.01.1993";"01.01.1993";"11.11.2013";"nein";"Strohmarkt";"";"67433";"Neustadt";"8,137800";"49,355600";"143";"städtisches Gebiet";"Verkehr";"";">1-10 m";"Fluss:Speyer";"3/3";"No";"ST";"VK";"Inbetriebnahme aus 10-96";"";"";"nein";"";"";"";"7316000";"Neustadt an der Weinstraße";"230";"5555";"4";"2";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP028";"Westerwald-Neuhäusel";"Luftmessstation";"";"01.01.1994";"01.01.1994";"";"nein";"Forstrevier";"";"56410";"Neuhäusel";"7,729900";"50,424300";"546";"ländliches Gebiet";"Hintergrund";"";"";"";"7/5";"No";"LA";"LA";"Daten vor Inbetriebnahme";"";"";"nein";"";"";"";"7143048";"Montabaur";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP029";"Koblenz-Zentralplatz";"Luftmessstation";"";"01.01.1994";"01.01.1994";"13.12.2005";"ja";"Zentralplatz";"";"56068";"Koblenz";"7,595493";"50,359164";"68";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"Fluss:Mosel";"13/2";"No";"";"VK";"";"";"";"nein";"";"";"";"7111000";"Koblenz";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP030";"Trier Th.-Heuss-Allee";"Luftmessstation";"";"01.01.1994";"01.01.1994";"31.12.1997";"ja";"Theodor-Heuss-Allee";"";"54292";"Trier";"6,649329";"49,758331";"140";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"9/2";"No";"";"VK";"Inbetriebnahme aus 10-96";"";"";"nein";"";"";"";"7211000";"Trier";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"";"";"k.A.";
"DERP031";"Pirmasens Park-Brauerei";"Luftmessstation";"";"01.01.1994";"01.01.1994";"25.03.2002";"ja";"Park-Brauerei";"";"66954";"Pirmasens";"7,604701";"49,205249";"355";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"8/5";"No";"";"VK";"Inbetriebnahme aus 10-96";"Außerbetrieb (31.12.96) war O3!, Verlegg. nach Schäferstr. (DERP) per Fax 27.03.02 mitgeteilt";"";"nein";"";"";"";"7317000";"Pirmasens";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP032";"Neuwied-Heddesdorfer Straße";"Luftmessstation";"";"18.07.1994";"18.07.1994";"23.01.2008";"ja";"Heddesdorfer Straße";"";"56564";"Neuwied";"7,462537";"50,430271";"65";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"Fluss:Rhein";"12/2";"No";"";"VK";"";"";"";"nein";"";"";"";"7138045";"Neuwied";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP033";"Kaiserslautern-Eisenbahnstr.";"Luftmessstation";"";"01.01.1994";"01.01.1994";"31.08.1997";"ja";"Eisenbahnstraße";"";"67659";"Kaiserslautern";"7,763805";"49,445165";"230";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"8/2";"No";"";"ST";"Inbetriebnahme aus 10-96";"";"";"nein";"";"";"";"7312000";"Kaiserslautern";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"";"";"k.A.";
"DERP034";"Pirmasens-Lemberger Straße";"Luftmessstation";"";"15.12.1996";"15.12.1996";"23.01.2014";"nein";"Lemberger Straße";"";"66955";"Pirmasens";"7,614726";"49,192314";"370";"städtisches Gebiet";"Hintergrund";"";">10-50 m";"";"8/6";"No";"ST";"";"";"";"";"nein";"";"";"";"7317000";"Pirmasens";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DERP035";"Kaiserslautern-Marienplatz";"Luftmessstation";"";"01.01.1997";"01.01.1997";"06.02.2013";"nein";"St.Marien-Platz";"";"67655";"Kaiserslautern";"7,761271";"49,441721";"230";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"8/3";"No";"";"";"";"";"";"nein";"";"";"";"7312000";"Kaiserslautern";"21";"5555";"22";"2";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP036";"Trier Kaiserstraße";"Luftmessstation";"";"01.01.1998";"01.01.1998";"21.01.2014";"nein";"Kaiserstraße";"";"54290";"Trier";"6,636977";"49,750128";"140";"städtisches Gebiet";"Verkehr";"";">1-10 m";"Fluss:Mosel";"9/3";"No";"";"";"";"";"";"nein";"";"";"";"7211000";"Trier";"160";"15000";"25";"10";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP040";"Trier-Universität";"Luftmessstation";"";"09.02.2000";"09.02.2000";"";"nein";"Uni Messfeld Klimatologie";"";"54296";"Trier";"6,674874";"49,748690";"256";"städtisches Gebiet";"Hintergrund";"";">100-200 m";"Fluss:Mosel";"9/1";"";"";"";"";"";"";"nein";"";"";"";"7211000";"Trier";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DERP041";"Ludwigshafen-Heinigstraße";"Luftmessstation";"";"01.11.2000";"01.11.2000";"";"nein";"Heinigstraße/Kaiser-Wilhelm-Straße";"";"67059";"Ludwigshafen";"8,443654";"49,478690";"94";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"1/7";"";"";"";"";"";"";"nein";"";"";"";"7314000";"Ludwigshafen am Rhein";"20";"24000";"15";"1";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP042";"Pirmasens Schäferstr.";"Luftmessstation";"";"25.03.2002";"25.03.2002";"08.12.2014";"nein";"Schäferstr./Kaffeegasse";"";"66953";"Pirmasens";"7,603053";"49,199942";"361";"städtisches Gebiet";"Hintergrund";"";"direkt (0-1 m)";"";"8/7";"";"";"";"";"";"";"nein";"";"";"";"7317000";"Pirmasens";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP043";"Braubach";"Luftmessstation";"";"19.11.1999";"19.11.1999";"";"nein";"Falltorstr.";"";"56338";"Braubach";"7,652115";"50,275108";"85";"ländliches Gebiet";"Industrie";"";">10-50 m";"";"32/1";"";"";"";"";"";"";"nein";"";"";"";"7141501";"Braubach";"";"";"";"";"200";"Industrieprozesse (2)";"2";"";"3,5";"";"k.A.";
"DERP044";"Krautscheid / Seifen";"Luftmessstation";"";"01.01.1979";"01.01.1979";"";"nein";"Luisenstraße";"";"53567";"Buchholz";"7,375279";"50,699438";"180";"ländliches Gebiet";"Industrie";"";"";"";"32/2";"";"";"";"östl. Meridianstr. 3385289 5619467; WB";"";"";"nein";"";"";"";"7138080";"Buchholz (Westerwald)";"";"";"";"";"75";"Industrieprozesse (2)";"2";"";"3,5";"";"k.A.";
"DERP045";"Koblenz-Hohenfelder Straße";"Luftmessstation";"";"14.12.2005";"14.12.2005";"";"";"Hohenfelder Straße";"170";"56068";"Koblenz";"7,592515";"50,359605";"70";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"13/3";"";"";"";"";"";"";"nein";"";"";"";"7111000";"Koblenz";"65";"10000";"3";"1";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP046";"Neuwied-Hermannstraße";"Luftmessstation";"";"24.01.2008";"24.01.2008";"";"";"Hermannstraße";"";"56564";"Neuwied";"7,460812";"50,431398";"65";"städtisches Gebiet";"Verkehr";"";">1-10 m";"Fluss: Rhein";"12/3";"";"";"";"";"";"";"nein";"";"";"";"7138045";"Neuwied";"250";"10000";"25";"8";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP047";"Trier-Pfalzel";"Luftmessstation";"";"01.03.2007";"01.03.2007";"";"";"Eltzstraße 19";"";"54293";"Trier";"6,690488";"49,783942";"131";"vorstädtisches Gebiet";"Industrie";"";">1-10 m";"Hafennähe";"";"";"";"";"";"";"";"nein";"";"";"";"7211000";"Trier";"";"";"";"";"900";"Industrieprozesse (2)";"2";"3,5";"3,5";"";"k.A.";
"DERP048";"Idar-Oberstein";"Umweltmonitoring";"Forststation";"01.11.2004";"01.11.2004";"";"";"";"";"00000";"";"7,197010";"49,743809";"660";"ländliches Gebiet";"Hintergrund";"";"";"";"101";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"7134084";"Siesbach";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"2";"Forststation";
"DERP049";"Montabaur";"Umweltmonitoring";"Forststation";"27.10.2004";"27.10.2004";"";"";"";"";"00000";"";"7,783559";"50,378414";"470";"ländliches Gebiet";"Hintergrund";"";"";"";"108";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"7143079";"Welschneudorf";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"2";"Forststation";
"DERP050";"Kirchen";"Depositionsmessstation";"Forststation";"27.10.2004";"27.10.2004";"";"";"";"";"00000";"";"7,969518";"50,768606";"440";"ländliches Gebiet";"Hintergrund";"";"";"";"110";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"7132050";"Herdorf";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"2";"k.A.";
"DERP051";"Schneifel";"Umweltmonitoring";"Forststation";"27.10.2004";"27.10.2004";"";"";"";"";"00000";"";"6,378022";"50,272033";"690";"ländliches Gebiet";"Hintergrund";"";"";"";"125";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"7232202";"Auw bei Prüm";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"2";"Forststation";
"DERP052";"Mayen";"Luftmessstation";"";"01.01.2013";"01.01.2013";"";"";"Koblenzer Straße";"";"56727";"Mayen";"7,226235";"50,330233";"238";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"";"";"";"";"";"";"";"";"nein";"";"";"";"7137068";"Mayen";"500";"10000";"0";"1";"";"";"";"3,5";"";"";"k.A.";
"DERP053";"Speyer-Nord";"Luftmessstation";"";"15.11.2013";"15.11.2013";"";"nein";"Meisenweg";"";"67346";"Speyer";"8,423005";"49,351143";"103";"vorstädtisches Gebiet";"Hintergrund";"";">1-10 m";"Fluss: Rhein";"3/3";"No";"ST";"VK";"";"";"";"nein";"";"";"";"7316000";"Speyer";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP054";"Dep_Hermeskeil";"Umweltmonitoring";"Level II 701";"23.10.1999";"23.10.1999";"";"";"";"";"00000";"Hermeskeil";"7,027200";"49,698000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"701";"";"";"";"Keine Station des Luftmessnetz";"Level II Station";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,5";"Forststation Level II";
"DERP055";"Dep_Adenau";"Umweltmonitoring";"Level II 702";"29.09.1998";"29.09.1998";"";"";"";"";"00000";"Adenau";"7,090800";"50,433000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"702";"";"";"";"Keine Station des Luftmessnetz";"Level II Station";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"9,5";"";"1,5";"Forststation Level II";
"DERP056";"Dep_Kirchheimbolanden";"Umweltmonitoring";"Level II 703";"24.10.1999";"24.10.1999";"";"";"";"";"00000";"Kirchheimbolanden";"7,918600";"49,634000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"703";"";"";"";"Keine Station des Luftmessnetz";"Level II Station";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,5";"Forststation Level II";
"DERP057";"Dep_Neuhaeusel";"Umweltmonitoring";"Level II 704";"24.10.1999";"24.10.1999";"";"";"";"";"00000";"Neuhaeusel";"7,730800";"50,406000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"704";"";"";"";"Keine Station des Luftmessnetz";"Level II Station";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,5";"Forststation Level II";
"DERP058";"Dep_Merzalben";"Umweltmonitoring";"Level II 705";"28.09.1998";"28.09.1998";"";"";"";"";"00000";"Merzalben";"7,812500";"49,273000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"705";"";"";"";"Keine Station des Luftmessnetz";"Level II Station";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"1,5";"";"1,5";"Forststation Level II";
"DERP059";"Dep_Schaidt";"Umweltmonitoring";"Level II 706";"01.01.2005";"01.01.2005";"";"";"";"";"00000";"Schaidt";"8,130300";"49,021000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"706";"";"";"";"Keine Station des Luftmessnetz";"Level II Station";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Forststation Level II";
"DERP060";"Pirmasens-Innenstadt";"Luftmessstation";"";"10.12.2014";"10.12.2014";"";"nein";"Lemberger Straße";"";"66955";"Pirmasens";"7,614573";"49,191996";"378";"städtisches Gebiet";"Hintergrund";"";">1-10 m";"";"8/8";"";"";"";"";"";"";"nein";"";"";"";"7317000";"Pirmasens";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP061";"Hagenbach";"Umweltmonitoring";"Forststation";"29.09.1998";"29.09.1998";"";"";"";"";"76767";"";"8,130186";"49,020399";"128";"ländliches Gebiet";"Hintergrund";"";"";"";"408";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"7143079";"";"";"";"";"";"";"keine Emissionen (no)";"no";"1,5";"";"1,5";"Forststation";
"DESL001";"Berus";"Luftmessstation";"BERU";"01.03.1987";"01.03.1987";"";"nein";"Wetterstation";"";"66802";"Überherrn";"6,687126";"49,263905";"363";"ländliches Gebiet";"Hintergrund";"";"direkt (0-1 m)";"Fluss:Bist";"BERU";"No";"";"";"Wetterstation, in Fax für EUROAIRNET: Überherrn, Wetterstation Berus HW=5458800";"";"";"nein";"";"";"";"10044119";"Überherrn";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DESL002";"Bexbach Schule";"Luftmessstation";"BEXB";"01.06.1987";"01.06.1987";"";"nein";"Schule Oberbexbach";"";"66450";"Bexbach";"7,263234";"49,362049";"273";"städtisches Gebiet";"Hintergrund";"";">100-200 m";"";"BEXB";"No";"";"";"";"";"";"nein";"";"";"";"10045111";"Bexbach";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DESL003";"Dillingen City";"Luftmessstation";"DICY";"01.07.1983";"01.07.1983";"";"nein";"Pestelstraße";"";"66763";"Dillingen";"6,733540";"49,357861";"185";"städtisches Gebiet";"Hintergrund";"";">200-500 m";"Fluss:Saar";"DICY";"No";"";"";"";"";"";"nein";"";"";"";"10044111";"Dillingen/ Saar";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DESL004";"Diefflen";"Luftmessstation";"DIEF";"01.03.1988";"01.03.1988";"31.12.2000";"nein";"Grabenstraße";"";"66763";"Dillingen";"6,767132";"49,370186";"188";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"DIEF";"No";"";"";"";"";"";"nein";"";"";"";"10044111";"Dillingen/ Saar";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DESL005";"Ensdorf";"Luftmessstation";"ENSD";"01.07.1983";"01.07.1983";"31.12.2000";"nein";"Schwalbacher Berg";"";"66806";"Ensdorf";"6,789430";"49,305934";"213";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"ENSD";"No";"";"";"Schwalbacher Berg, in Fax für EUROAIRNET: RW=2557400 HW=5463400";"";"";"nein";"";"";"";"10044123";"Ensdorf";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DESL006";"Lauterbach";"Luftmessstation";"LAUT";"01.07.1987";"01.07.1987";"";"ja";"Köhlerstraße/Festplatz";"";"66333";"Völklingen";"6,744856";"49,183610";"221";"vorstädtisches Gebiet";"Hintergrund";"";">50-100 m";"im N,W von Frankreich gelegen";"LAUT";"No";"";"";"bis Juli 1995 Paulinusstr. (I/97) in Fax für EUROAIRNET: Völklingen-Köhlerstr. RW=2554300";"";"ab August 1995: Lauterbach Köhlerstraße";"nein";"";"";"";"10041519";"Völklingen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DESL007";"Neunkirchen-Wellesweiler";"Luftmessstation";"WELL";"01.07.1983";"01.07.1983";"31.12.1990";"nein";"Anemonenweg";"12";"66539";"Neunkirchen";"7,220347";"49,339941";"250";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"WELL";"No";"";"";"ab 1987 bis Okt. 1990 (I/97), Außerbetrieb auf 31.12.90 gesetzt";"";"";"nein";"";"";"";"10043114";"Neunkirchen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DESL008";"Nonnweiler";"Luftmessstation";"NONW, 11";"01.07.1987";"01.07.1987";"31.12.2002";"nein";"Stausee, Altbachvorstau";"";"66620";"Nonnweiler";"7,002143";"49,632393";"463";"ländlich abgelegen";"Hintergrund";"";"";"";"NONW";"No";"";"";"";"";"";"nein";"";"";"";"10046115";"Nonnweiler";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DESL009";"Saarbrücken Malstatter Str. (Dach)";"Luftmessstation";"SIGU";"01.04.1990";"01.04.1990";"30.11.1995";"nein";"Malstatter Str.";"17";"66117";"Saarbrücken";"6,971257";"49,234052";"221";"städtisches Gebiet";"Hintergrund";"";">50-100 m";"";"SIGU";"No";"";"";"Dach (I/94) in Fax für EUROAIRNET: RW=2570800 HW=5455800";"";"";"nein";"";"";"";"10041100";"Saarbrücken";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
